concessionaria;ano_do_pnv_snv;rodovia_uf;municipio;sentido;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
PANTANAL;2014;BR-163/MS;Nova Alvorada do Sul;Crescente/Decrescente;351,614;-21,577723;-54,42472;405,088;-21,122929;-54,481914
PANTANAL;2014;BR-163/MS;Nova Alvorada do Sul;Crescente;405,089;-21,1229;-54,481935;419,631;-20,99446;-54,506882
PANTANAL;2014;BR-163/MS;Pedro Gomes;Crescente;767,676;-18,185645;-54,654631;821,763;-17,731877;-54,757603
PANTANAL;2014;BR-163/MS;Rio Brilhante;Crescente/Decrescente;307,962;-21,911114;-54,534018;351,613;-21,577745;-54,424741
PANTANAL;2014;BR-163/MS;Rio Verde de Mato Grosso;Crescente/Decrescente;649,192;-19,161001;-54,760011;722,063;-18,571931;-54,76135
PANTANAL;2014;BR-163/MS;Rio Verde de Mato Grosso;Crescente;722,064;-18,571893;-54,76129;727,56;-18,527291;-54,74041
PANTANAL;2014;BR-163/MS;Rochedo;Decrescente;534,796;-20,032661;-54,409067;539,188;-19,996108;-54,393094
PANTANAL;2014;BR-163/MS;São Gabriel do Oeste;Crescente/Decrescente;592,389;-19,549984;-54,433032;649,191;-19,161054;-54,760007
PANTANAL;2014;BR-163/MS;Sidrolândia;Decrescente;405,089;-21,122878;-54,481938;419,631;-20,994471;-54,506897
PANTANAL;2014;BR-163/MS;Sonora;Decrescente;799,814;-17,914553;-54,689681;821,763;-17,7318;-54,757598
PANTANAL;2014;BR-163/MS;Sonora;Crescente/Decrescente;821,764;-17,731737;-54,757547;845,34;-17,521115;-54,739851
PANTANAL;2014;BR-163/MS;Sonora;Crescente/Decrescente;845,341;-17,521025;-54,740482;846;-17,521035;-54,739899
PRVIAS;2023;BR-376/PR;Palmeira;Crescente/Decrescente;524,671;-25,2993;-49,8919;545,9;-25,44;-49,7498
PRVIAS;2023;BR-376/PR;Ortigueira;Crescente/Decrescente;310,001;-23,9783;-51,0938;316,745;-24,0266;-51,0973
PRVIAS;2023;BR-376/PR;Ortigueira;Crescente/Decrescente;317,101;-24,0304;-51,097;372,23;-24,3768;-50,7932
PRVIAS;2023;445/PR;Mauá da Serra;Crescente/Decrescente;0;-23,9075;-51,1926;2,84;-23,8859;-51,1793
PRVIAS;2023;BR-376/PR;Mauá da Serra;Crescente/Decrescente;281,281;-23,8464;-51,2561;310;-23,9783;-51,0938
PRVIAS;2023;BR-376/PR;Jandaia do Sul;Crescente/Decrescente;212;-23,5776;-51,6527;215,899;-23,5882;-51,6456
PRVIAS;2023;BR-376/PR;Jandaia do Sul;Crescente/Decrescente;215,9;-23,5882;-51,6456;221,1;-23,596;-51,61
PRVIAS;2023;445/PR;Londrina;Crescente/Decrescente;78,999;-23,3119;-51,2164;26,88;-23,7047;-51,1208
PRVIAS;2023;445/PR;Londrina;Crescente/Decrescente;24,429;-23,7187;-51,1243;18,13;-23,7662;-51,1464
PRVIAS;2023;445/PR;Londrina;Crescente/Decrescente;83,899;-23,2764;-51,2403;82,9;-23,2829;-51,235
PRVIAS;2023;445/PR;Londrina;Crescente/Decrescente;95,8;-23,1899;-51,2068;95,6;-23,1912;-51,2074
PRVIAS;2023;323/PR;Londrina;Crescente/Decrescente;56,101;-23,1802;-51,1704;60,64;-23,1899;-51,2068
PRVIAS;2023;BR-376/PR;Mandaguari;Crescente/Decrescente;8,6;-23,5501;-51,6674;10;-23,5612;-51,6616
PRVIAS;2023;BR-376/PR;Mandaguari;Crescente/Decrescente;200,4;-23,5105;-51,7175;211,999;-23,5776;-51,6527
PRVIAS;2023;BR-376/PR;Marilândia do Sul;Crescente/Decrescente;262,681;-23,7085;-51,3226;281,28;-23,8464;-51,2561
PRVIAS;2023;445/PR;Marilândia do Sul;Crescente/Decrescente;18,129;-23,7662;-51,1464;14,95;-23,7918;-51,1583
PRVIAS;2023;445/PR;Tamarana;Crescente/Decrescente;14,949;-23,7918;-51,1583;2,85;-23,8859;-51,1793
PRVIAS;2023;445/PR;Tamarana;Crescente/Decrescente;26,879;-23,7047;-51,1208;24,43;-23,7187;-51,1243
PRVIAS;2023;323/PR;Sertaneja;Crescente/Decrescente;0;-22,9023;-50,795;20;-22,9665;-50,9511
PRVIAS;2023;323/PR;Sertanópolis;Crescente/Decrescente;20,001;-22,9665;-50,9511;56,1;-23,1802;-51,1704
PRVIAS;2023;90/PR;Sertanópolis;Crescente/Decrescente;393,521;-23,136198;-51,013037;404,79;-23,056236;-51,052295
PRVIAS;2023;BR-376/PR;Tibagi;Crescente/Decrescente;436,331;-24,8245;-50,48;454,7;-24,9567;-50,3918
PRVIAS;2023;BR-376/PR;Tibagi;Crescente/Decrescente;392,841;-24,5304;-50,6979;435;-24,8146;-50,4874
PRVIAS;2023;BR-373/PR;Ponta Grossa;Crescente/Decrescente;171,9;-25,081623;-50,191027;183,4;-25,040805;-50,280409
PRVIAS;2023;373/PR;Ponta Grossa;Crescente/Decrescente;164;-25,023;-50,1498;171,9;-25,0826;-50,188
PRVIAS;2023;BR-376/PR;Ponta Grossa;Crescente/Decrescente;454,701;-24,9567;-50,3918;524,67;-25,2993;-49,8919
PRVIAS;2023;170/PR;Apucarana;Crescente/Decrescente;108,36;-23,5234;-51,444;120,01;-23,5672;-51,5199
PRVIAS;2023;BR-369/PR;Apucarana;Crescente/Decrescente;197,951;-23,5084;-51,4259;200,8;-23,5234;-51,444
PRVIAS;2023;BR-376/PR;Apucarana;Crescente/Decrescente;221,101;-23,596;-51,61;230,099;-23,5673;-51,52
PRVIAS;2023;BR-376/PR;Apucarana;Crescente/Decrescente;230,1;-23,5673;-51,52;250,25;-23,624;-51,385
PRVIAS;2023;445/PR;Cambé;Crescente/Decrescente;95,599;-23,1912;-51,2074;83,9;-23,2764;-51,2403
PRVIAS;2023;445/PR;Cambé;Crescente/Decrescente;82,899;-23,2829;-51,235;79;-23,3119;-51,2164
PRVIAS;2023;BR-369/PR;Arapongas;Crescente/Decrescente;182,7;-23,3741;-51,4132;197,95;-23,5084;-51,4259
PRVIAS;2023;BR-376/PR;Califórnia;Crescente/Decrescente;250,251;-23,624;-51,385;262,68;-23,7085;-51,3226
PRVIAS;2023;BR-376/PR;Balsa Nova;Crescente/Decrescente;545,901;-25,44;-49,7498;549,3;-25,464308;-49,728819
PRVIAS;2023;BR-376/PR;Faxinal;Crescente/Decrescente;316,746;-24,0266;-51,0973;317,1;-24,0304;-51,097
PRVIAS;2023;BR-376/PR;Ipiranga;Crescente/Decrescente;435,001;-24,8146;-50,4874;436,33;-24,8245;-50,48
PRVIAS;2023;90/PR;Ibiporã;Crescente/Decrescente;377,51;-23,250044;-51,0473;393,52;-23,136198;-51,013037
PRVIAS;2023;BR-376/PR;Imbaú;Crescente/Decrescente;372,231;-24,3768;-50,7932;392,84;-24,5304;-50,6979
PRVIAS;2023;BR-376/PR;Cambira;Crescente/Decrescente;4,401;-23,596;-51,61;5,2;-23,6;-51,6032
RIOSP;2000;BR-101/SP;Ubatuba;Crescente/Decrescente;0;-23,349941;-44,757715;52,59;-23,466783;-45,062783
RIOSP;2000;BR-116/SP;Taubaté;Crescente/Decrescente;103,041;-22,999361;-45,498514;119,37;-23,068156;-45,6381
RIOSP;2000;BR-116/SP;Queluz;Crescente/Decrescente;0;-22,513769;-44,699631;15,18;-22,559903;-44,831806
RIOSP;2000;BR-116/SP;Silveiras;Crescente/Decrescente;25,501;-22,609739;-44,897711;28,05;-22,624308;-44,912283
RIOSP;2000;BR-116/SP;Roseira;Crescente/Decrescente;75,701;-22,876025;-45,269328;83,85;-22,916881;-45,334383
RIOSP;2000;Faixa ônibus km 150,5/SP;São José dos Campos;Decrescente;150,34;-23,214623;-45,894192;150,65;-23,216354;-45,896042
RIOSP;2000;BR-116/SP;São José dos Campos;Crescente/Decrescente;134,061;-23,137525;-45,756664;157,72;-23,258036;-45,947781
RIOSP;2000;Acesso km 145,4/SP;São José dos Campos;Crescente;145,28;-23,186456;-45,854642;145,47;-23,187229;-45,856135
RIOSP;2000;Saída km 149,6/SP;São José dos Campos;Decrescente;149,2;-23,208165;-45,887263;149,6;-23,210729;-45,889994
RIOSP;2000;Saída km 149,6/SP;São José dos Campos;Crescente;149,6;-23,207572;-45,887411;149,8;-23,209103;-45,888955
RIOSP;2000;Saída km 150,5/SP;São José dos Campos;Crescente;150,3;-23,213349;-45,893573;150,6;-23,21521;-45,895561
RIOSP;2000;BR-116/SP;São Paulo;Crescente/Decrescente;226,751;-23,500058;-46,562069;231,947;-23,530292;-46,590363
RIOSP;2000;Faixa de Ônibus km 227,7/SP;São Paulo;Crescente;227,434;-23,501371;-46,564573;227,857;-23,50313;-46,567123
RIOSP;2000;Saída km 227,7 (Fernão Dias)/SP;São Paulo;Decrescente;227,404;-23,501725;-46,563886;228,007;-23,504792;-46,568057
RIOSP;2000;BR-116/SP;Santa Isabel;Crescente/Decrescente;181,592;-23,342633;-46,157531;194,982;-23,388336;-46,274919
RIOSP;2000;Acesso km 166,3/RJ;Rio de Janeiro;Crescente;172,113;-22,803113;-43,347808;172,269;-22,802216;-43,349425
RIOSP;2000;BR-101/RJ;Rio de Janeiro;Crescente/Decrescente;380,8;-22,868859;-43,596703;395,689;-22,878085;-43,733869
RIOSP;2000;BR-116/RJ;Rio de Janeiro;Crescente/Decrescente;169;-22,817843;-43,321696;172,134;-22,803667;-43,347253
RIOSP;2000;Acesso km 205,6/RJ;Seropédica;Decrescente;211,784;-22,718492;-43,702587;211,424;-22,718813;-43,699481
RIOSP;2000;Acesso km 208,5/RJ;Seropédica;Decrescente;214,315;-22,715394;-43,724037;214,799;-22,714853;-43,727951
RIOSP;2000;BR-116/RJ;Seropédica;Crescente;217,377;-22,700653;-43,756411;204,911;-22,727631;-43,640528
RIOSP;2000;BR-116/RJ;Seropédica;Decrescente;215,467;-22,707156;-43,737967;204,911;-22,727622;-43,641553
RIOSP;2000;Saída km 205,6/RJ;Seropédica;Crescente;211,321;-22,718159;-43,702488;211,424;-22,718288;-43,701629
RIOSP;2000;Acesso km 209,1/RJ;Seropédica;Crescente;214,902;-22,711949;-43,735091;215,138;-22,709765;-43,736264
RIOSP;2000;BR-116/RJ;São João de Meriti;Crescente/Decrescente;172,135;-22,803667;-43,347253;178,041;-22,777367;-43,397967
RIOSP;2000;Saída 2 km 166,0/RJ;Rio de Janeiro;Decrescente;171,803;-22,805728;-43,344081;171,789;-22,80595;-43,343714
RIOSP;2000;Saída km 166,0/RJ;Rio de Janeiro;Decrescente;171,906;-22,80482;-43,345708;171,738;-22,805325;-43,344885
RIOSP;2000;BR-116/RJ;Pinheiral;Crescente;261,557;-22,585706;-44,055094;254,978;-22,581664;-43,995617
RIOSP;2000;BR-116/RJ;Piraí;Crescente;227,97;-22,65995;-43,828244;225,567;-22,674069;-43,817736
RIOSP;2000;BR-116/RJ;Piraí;Crescente;254,977;-22,581664;-43,995617;231,238;-22,653728;-43,836111
RIOSP;2000;BR-116/RJ;Piraí;Decrescente;264,557;-22,590311;-44,080922;225,434;-22,678006;-43,819458
RIOSP;2000;BR-116/RJ;Porto Real;Crescente/Decrescente;296,723;-22,452039;-44,30675;303,317;-22,453475;-44,369914
RIOSP;2000;Saída km 296,1/RJ;Porto Real;Crescente;301,814;-22,452088;-44,355331;302,045;-22,45214;-44,356314
RIOSP;2000;Acesso km 296,1/RJ;Porto Real;Crescente;302,045;-22,452368;-44,358452;302,657;-22,45278;-44,362912
RIOSP;2000;Saída km 190,3/RJ;Queimados;Crescente;195,808;-22,734556;-43,554774;196,2;-22,732609;-43,557459
RIOSP;2000;Saída km 190,3/RJ;Queimados;Decrescente;195,911;-22,733347;-43,556927;196,169;-22,732107;-43,55842
RIOSP;2000;BR-116/RJ;Queimados;Crescente/Decrescente;194,323;-22,736136;-43,542694;204,91;-22,727622;-43,641553
RIOSP;2000;Acesso km 190,3/RJ;Queimados;Decrescente;196,117;-22,734436;-43,555487;196,272;-22,733713;-43,556473
RIOSP;2000;BR-101/RJ;Paraty;Crescente/Decrescente;533,177;-23,024565;-44,537318;598,6;-23,349462;-44,756806
RIOSP;2000;BR-116/RJ;Resende;Crescente/Decrescente;303,318;-22,453475;-44,369914;315,69;-22,464917;-44,488733
RIOSP;2000;BR-116/RJ;Resende;Crescente/Decrescente;333,416;-22,494439;-44,647986;339,482;-22,513002;-44,698055
RIOSP;2000;BR-116/RJ;Paracambi;Decrescente;225,433;-22,678006;-43,819458;220,932;-22,692106;-43,785122
RIOSP;2000;BR-116/RJ;Paracambi;Crescente;231,237;-22,653728;-43,836111;227,971;-22,65995;-43,828244
RIOSP;2000;BR-116/RJ;Paracambi;Crescente;225,566;-22,674069;-43,817736;217,378;-22,700056;-43,754083
RIOSP;2000;Acesso km 174/RJ;Nova Iguaçu;Crescente;180,61;-22,764931;-43,415986;180,681;-22,764912;-43,415714
RIOSP;2000;Acesso km 174 (Amoedo)/RJ;Nova Iguaçu;Decrescente;180,743;-22,764969;-43,416551;180,195;-22,767284;-43,412324
RIOSP;2000;Acesso Marg. Km 178 (princ.)/RJ;Nova Iguaçu;Decrescente;183,633;-22,748754;-43,442958;183,805;-22,748121;-43,443811
RIOSP;2000;Acesso Marg. Km 178 (local)/RJ;Nova Iguaçu;Decrescente;183,633;-22,748343;-43,443701;183,929;-22,75103;-43,439799
RIOSP;2000;BR-101/RJ;Mangaratiba;Crescente/Decrescente;414,901;-22,906667;-43,889444;455,74;-23,032016;-44,165698
RIOSP;2000;BR-116/RJ;Mesquita;Decrescente;178,042;-22,777367;-43,397967;179,831;-22,768069;-43,410803
RIOSP;2000;Saída km 258,2/RJ;Volta Redonda;Crescente;263,74;-22,592696;-44,07372;264,189;-22,591743;-44,077656
RIOSP;2000;BR-116/RJ;Volta Redonda;Decrescente;264,558;-22,590311;-44,080922;265,951;-22,588275;-44,094658
RIOSP;2000;BR-116/RJ;Volta Redonda;Crescente;261,558;-22,590311;-44,080922;265,951;-22,588275;-44,094658
RIOSP;2000;BR-116/SP;Aparecida;Crescente/Decrescente;67,501;-22,8302;-45,212947;75,7;-22,876025;-45,269328
RIOSP;2000;Acesso km 71/SP;Aparecida;Crescente;71;-22,859505;-45,234264;71,34;-22,861828;-45,236356
RIOSP;2000;Saída km 71/SP;Aparecida;Decrescente;69,893;-22,85963;-45,234095;71;-22,860296;-45,234697
RIOSP;2000;BR-116/SP;Arujá;Crescente/Decrescente;194,983;-23,388336;-46,274919;205,545;-23,416172;-46,371394
RIOSP;2000;BR-116/SP;Caçapava;Crescente/Decrescente;119,371;-23,068156;-45,6381;134,06;-23,138389;-45,758544
RIOSP;2000;BR-116/SP;Cachoeira Paulista;Crescente/Decrescente;33,661;-22,650739;-44,957642;43,06;-22,6977;-45,030889
RIOSP;2000;BR-116/SP;Guararema;Crescente/Decrescente;175,221;-23,321606;-46,098383;181,591;-23,342633;-46,157531
RIOSP;2000;Acesso km 178,5 (Ayrton Senna)/SP;Guararema;Decrescente;178,292;-23,325535;-46,123937;178,999;-23,328074;-46,128791
RIOSP;2000;Saída km 178,5 (Ayrton Senna)/SP;Guararema;Crescente;178,192;-23,324957;-46,123249;178,442;-23,327774;-46,128945
RIOSP;2000;BR-116/SP;Guaratinguetá;Crescente/Decrescente;56,631;-22,772675;-45,135725;67,5;-22,8302;-45,212947
RIOSP;2000;BR-116/SP;Guarulhos;Crescente/Decrescente;205,546;-23,416172;-46,371394;226,75;-23,500058;-46,562069
RIOSP;2000;Saída km 217,8/SP;Guarulhos;Crescente;217,363;-23,456289;-46,477412;217,662;-23,457262;-46,479709
RIOSP;2000;Acesso km 219,2 (Aeroporto)/SP;Guarulhos;Crescente;219,012;-23,462761;-46,493926;219,511;-23,464022;-46,497326
RIOSP;2000;Acesso km 225,8 (shopping)/SP;Guarulhos;Crescente;225,551;-23,491713;-46,550755;225,651;-23,492486;-46,551813
RIOSP;2000;Saída km 210,8/SP;Guarulhos;Decrescente;210,353;-23,430452;-46,414671;211,177;-23,433295;-46,421371
RIOSP;2000;Acesso km 225,8 (UNG)/SP;Guarulhos;Decrescente;225,381;-23,492354;-46,550576;225,621;-23,494375;-46,553362
RIOSP;2000;BR-116/SP;Lorena;Crescente/Decrescente;49,221;-22,731469;-45,078228;56,63;-22,772675;-45,135725
RIOSP;2000;BR-116/SP;Lavrinhas;Crescente/Decrescente;15,181;-22,559903;-44,831806;25,5;-22,609739;-44,897711
RIOSP;2000;BR-116/SP;Jacareí;Crescente/Decrescente;157,721;-23,258036;-45,947781;175,22;-23,321606;-46,098383
RIOSP;2000;Saída posto km 168,4/SP;Jacareí;Crescente;168,2;-23,304628;-46,033621;168,46;-23,305294;-46,035889
RIOSP;2000;BR-116/SP;Canas;Crescente/Decrescente;43,061;-22,6977;-45,030889;49,22;-22,731469;-45,078228
RIOSP;2000;BR-116/SP;Cruzeiro;Crescente/Decrescente;28,051;-22,623544;-44,910058;33,66;-22,650739;-44,957642
RIOSP;2000;BR-116/SP;Pindamonhangaba;Crescente/Decrescente;83,851;-22,916881;-45,334383;103,04;-22,999361;-45,498514
RIOSP;2000;Saída km 99,1/SP;Pindamonhangaba;Decrescente;98,94;-22,983299;-45,466302;99,42;-22,981326;-45,46238
RIOSP;2000;Acesso km 99,1/SP;Pindamonhangaba;Crescente;99,1;-22,982526;-45,465221;99,25;-22,983196;-45,466523
RIOSP;2000;Acesso km 174/RJ;Belford Roxo;Crescente;180,278;-22,765585;-43,414352;180,609;-22,764931;-43,415986
RIOSP;2000;BR-116/RJ;Belford Roxo;Crescente;180,609;-22,764931;-43,415986;178,042;-22,777628;-43,396522
RIOSP;2000;BR-101/RJ;Itaguaí;Crescente/Decrescente;395,69;-22,878086;-43,73387;414,9;-22,906667;-43,889444
RIOSP;2000;BR-116/RJ;Itaguaí;Decrescente;220,931;-22,692106;-43,785122;215,468;-22,707156;-43,737967
RIOSP;2000;BR-116/RJ;Itatiaia;Crescente/Decrescente;315,691;-22,464917;-44,488733;333,415;-22,494439;-44,647986
RIOSP;2000;Saída km 178/RJ;Nova Iguaçu;Crescente;183,601;-22,750297;-43,440367;183,805;-22,749211;-43,441919
RIOSP;2000;Acesso km 178/RJ;Nova Iguaçu;Crescente;183,805;-22,748434;-43,443048;184,012;-22,747476;-43,444451
RIOSP;2000;BR-116/RJ;Nova Iguaçu;Crescente;194,322;-22,736136;-43,542694;180,61;-22,764931;-43,415986
RIOSP;2000;BR-116/RJ;Nova Iguaçu;Decrescente;194,322;-22,736136;-43,542694;179,832;-22,768069;-43,410803
RIOSP;2000;Saída km 265,7 (Barra Mansa)/RJ;Barra Mansa;Decrescente;271,359;-22,558928;-44,12454;271,727;-22,557281;-44,126993
RIOSP;2000;BR-116/RJ;Barra Mansa;Crescente/Decrescente;265,952;-22,588275;-44,094658;296,722;-22,452039;-44,30675
RIOSP;2000;BR-101/RJ;Angra dos Reis;Crescente/Decrescente;455,742;-23,032017;-44,165699;533,176;-23,024564;-44,537317
RODOVIA DO AÇO;2016;BR-393/RJ;Barra do Piraí;Crescente/Decrescente;245,001;-22,424278;-43,761378;280,5;-22,473824;-44,05477
RODOVIA DO AÇO;2016;Alça de Entrada da BR-040/RJ;Três Rios;Crescente;166,099;-22,126008;-43,154109;166,199;-22,12585;-43,155065
RODOVIA DO AÇO;2016;Alça de Saída da BR-040/RJ;Três Rios;Decrescente;166,199;-22,12585;-43,155065;166,099;-22,126008;-43,154109
RODOVIA DO AÇO;2016;Alça Sul (Estrada União Indústria)/RJ;Três Rios;Crescente/Decrescente;0;-22,122383;-43,232273;3,25;-22,103002;-43,213791
RODOVIA DO AÇO;2016;BR-393/RJ;Três Rios;Crescente/Decrescente;146,001;-22,04504;-43,008813;166,6;-22,125866;-43,154145
RODOVIA DO AÇO;2016;BR-393/RJ;Três Rios;Crescente/Decrescente;167,4;-22,120885;-43,162194;177,2;-22,134574;-43,24883
RODOVIA DO AÇO;2016;BR-393/RJ;Três Rios;Crescente/Decrescente;166,601;-22,123192;-43,156577;167,399;-22,120585;-43,161296
RODOVIA DO AÇO;2016;BR-393/RJ;Vassouras;Crescente/Decrescente;200,745;-22,231755;-43,421266;245;-22,424278;-43,761378
RODOVIA DO AÇO;2016;BR-393/RJ;Volta Redonda;Crescente/Decrescente;280,501;-22,473824;-44,05477;286,4;-22,509609;-44,082038
RODOVIA DO AÇO;2016;BR-393/RJ;Paraíba do Sul;Crescente/Decrescente;177,201;-22,134574;-43,24883;200;-22,21187;-43,40261
RODOVIA DO AÇO;2016;BR-393/RJ;Rio das Flores;Crescente/Decrescente;200,001;-22,21187;-43,40261;200,744;-22,231755;-43,421266
RODOVIA DO AÇO;2016;BR-393/RJ;Sapucaia;Crescente/Decrescente;101,9;-21,874067;-42,667611;146;-22,04504;-43,008813
ROTA VERDE GOIÁS;2025;BR-452/GO;Bom Jesus de Goiás;Crescente/Decrescente;96,645;-18,103816;-50,067233;132,791;-18,212813;-49,53316
ROTA VERDE GOIÁS;2025;BR-452/GO;Bom Jesus de Goiás;Decrescente;132,792;-18,212813;-49,753316;139,291;-18,244152;-49,701956
ROTA VERDE GOIÁS;2025;BR-452/GO;Bom Jesus de Goiás;Crescente/Decrescente;139,292;-18,244152;-49,701956;151,485;-18,292393;-49,598708
ROTA VERDE GOIÁS;2025;BR-452/GO;Bom Jesus de Goiás;Decrescente;151,486;-18,292393;-49,598708;153,836;-18,301832;-49,579288
ROTA VERDE GOIÁS;2025;BR-60/GO;Cezarina;Crescente/Decrescente;218,001;-16,980832;-49,747357;219,3;-16,983193;-49,75032
ROTA VERDE GOIÁS;2025;BR-60/GO;Cezarina;Crescente/Decrescente;219,301;-16,983193;-49,75032;226,6;-17,040791;-49,779626
ROTA VERDE GOIÁS;2025;BR-60/GO;Cezarina;Crescente/Decrescente;226,601;-17,040791;-49,779626;232,35;-17,07734;-49,825302
ROTA VERDE GOIÁS;2025;BR-60/GO;Acreúna;Crescente/Decrescente;283,801;-17,274593;-50,244961;304,4;-17,39299;-50,38162
ROTA VERDE GOIÁS;2025;BR-60/GO;Acreúna;Crescente/Decrescente;304,401;-17,39299;-50,38162;328;-17,553477;-50,518506
ROTA VERDE GOIÁS;2025;BR-60/GO;Acreúna;Crescente/Decrescente;328,001;-17,553477;-50,518506;332,6;-17,542208;-50,558483
ROTA VERDE GOIÁS;2025;BR-60/GO;Abadia de Goiás;Crescente/Decrescente;170,651;-16,740739;-49,412262;174;-16,756219;-49,439592
ROTA VERDE GOIÁS;2025;BR-60/GO;Abadia de Goiás;Crescente/Decrescente;174,001;-16,756219;-49,439592;182,95;-16,794613;-49,508454
ROTA VERDE GOIÁS;2025;BR-60/GO;Guapó;Crescente/Decrescente;185,601;-16,809933;-49,527623;189,3;-16,839312;-49,544308
ROTA VERDE GOIÁS;2025;BR-60/GO;Guapó;Crescente/Decrescente;189,301;-16,839312;-49,544308;209,9;-16,95192;-49,682352
ROTA VERDE GOIÁS;2025;BR-452/GO;Maurilândia;Crescente/Decrescente;50,784;-17,969371;-50,469564;81,416;-18,049596;-50,198042
ROTA VERDE GOIÁS;2025;BR-452/GO;Porteirão;Crescente/Decrescente;81,417;-18,049596;-50,198042;85,88;-18,063864;-50,159798
ROTA VERDE GOIÁS;2025;BR-60/GO;Indiara;Crescente/Decrescente;232,351;-17,07734;-49,825302;252,7;-17,137625;-49,992416
ROTA VERDE GOIÁS;2025;BR-60/GO;Indiara;Crescente/Decrescente;252,701;-17,137625;-49,992416;266,22;-17,205938;-50,105785
ROTA VERDE GOIÁS;2025;BR-452/GO;Itumbiara;Crescente/Decrescente;153,837;-18,301832;-49,579288;196,6;-18,358222;-49,216544
ROTA VERDE GOIÁS;2025;BR-452/GO;Itumbiara;Crescente;132,792;-18,212813;-49,753316;139,291;-18,244152;-49,701956
ROTA VERDE GOIÁS;2025;BR-452/GO;Itumbiara;Crescente;151,486;-18,292393;-49,598708;153,836;-18,301832;-49,579288
ROTA VERDE GOIÁS;2025;BR-60/GO;Jandaia;Crescente/Decrescente;266,221;-17,205938;-50,105785;283,8;-17,274593;-50,244961
ROTA VERDE GOIÁS;2025;BR-452/GO;Goiatuba;Crescente/Decrescente;85,881;-18,063864;-50,159798;96,644;-18,103816;-50,067232
ROTA VERDE GOIÁS;2025;BR-60/GO;Goiânia;Crescente/Decrescente;164;-16,7124;-49,357131;170,65;-16,740739;-49,412262
ROTA VERDE GOIÁS;2025;BR-60/GO;Trindade;Crescente/Decrescente;182,951;-16,794613;-49,508454;185,6;-16,809933;-49,527623
ROTA VERDE GOIÁS;2025;BR-60/GO;Varjão;Crescente/Decrescente;209,901;-16,95192;-49,682352;210,8;-16,952349;-49,683504
ROTA VERDE GOIÁS;2025;BR-60/GO;Varjão;Crescente/Decrescente;210,801;-16,952349;-49,683504;218;-16,980832;-49,747357
ROTA VERDE GOIÁS;2025;BR-60/GO;Santo Antônio da Barra;Crescente/Decrescente;332,601;-17,542208;-50,558483;349,9;-17,590493;-50,707524
ROTA VERDE GOIÁS;2025;BR-60/GO;Santo Antônio da Barra;Crescente/Decrescente;349,901;-17,590493;-50,707524;352,4;-17,598296;-50,732837
ROTA VERDE GOIÁS;2025;BR-60/GO;Rio Verde;Crescente/Decrescente;352,401;-17,598296;-50,732837;381,1;-17,786331;-50,90151
ROTA VERDE GOIÁS;2025;BR-60/GO;Rio Verde;Crescente/Decrescente;381,101;-17,786331;-50,90151;387,9;-17,822856;-50,95116
ROTA VERDE GOIÁS;2025;BR-60/GO;Rio Verde;Crescente/Decrescente;387,901;-17,822856;-50,95116;393,1;-17,8223;-51,000879
ROTA VERDE GOIÁS;2025;BR-452/GO;Rio Verde;Crescente/Decrescente;0;-17,786331;-50,90151;28,183;-17,891687;-50,662707
ROTA VERDE GOIÁS;2025;BR-452/GO;Rio Verde;Crescente/Decrescente;46,074;-17,952368;-50,509934;50,783;-17,969371;-50,469564
ROTA VERDE GOIÁS;2025;BR-452/GO;Santa Helena de Goiás;Crescente/Decrescente;28,184;-17,891687;-50,662707;46,073;-17,952368;-50,509934
TRANSBRASILIANA;2015;BR-153/SP;Bady Bassitt;Crescente/Decrescente;73,301;-20,882328;-49,424509;83,201;-20,923503;-49,505558
TRANSBRASILIANA;2015;BR-153/SP;Campos Novos Paulista;Crescente/Decrescente;293,051;-22,52748;-49,889653;294,25;-22,534627;-49,889603
TRANSBRASILIANA;2015;BR-153/SP;Campos Novos Paulista;Crescente/Decrescente;296,351;-22,554813;-49,88971;306,48;-22,645865;-49,889548
TRANSBRASILIANA;2015;BR-153/SP;Getulina;Crescente/Decrescente;190,401;-21,745039;-49,858731;205,9;-21,871613;-49,907513
TRANSBRASILIANA;2015;BR-153/SP;Guaiçara;Crescente/Decrescente;181,601;-21,695793;-49,794618;183,58;-21,71059;-49,807241
TRANSBRASILIANA;2015;BR-153/SP;Guaiçara;Crescente/Decrescente;165,001;-21,558286;-49,783069;178,3;-21,665964;-49,789733
TRANSBRASILIANA;2015;BR-153/SP;Guaimbê;Crescente/Decrescente;205,901;-21,871613;-49,907513;215,65;-21,956176;-49,922615
TRANSBRASILIANA;2015;BR-153/SP;Promissão;Crescente/Decrescente;137,851;-21,30431;-49,79392;165;-21,558286;-49,783069
TRANSBRASILIANA;2015;SP-333/SP;Marília;Crescente/Decrescente;314,29;-22,086432;-49,899931;327,1;-22,179746;-49,972059
TRANSBRASILIANA;2015;SP-294/SP;Marília;Crescente/Decrescente;446,7;-22,231369;-49,918697;458;-22,181132;-49,972285
TRANSBRASILIANA;2015;BR-153/SP;Marília;Crescente/Decrescente;215,651;-21,956176;-49,922615;230,2;-22,083716;-49,901207
TRANSBRASILIANA;2015;BR-153/SP;Marília;Crescente/Decrescente;255,4;-22,232668;-49,918764;265,9;-22,318935;-49,898198
